ID,Category,Question,Sample_Answer
FAQ057,اطلاعات، ثبت‌نام,چگونه ثبت‌نام کنم؟,ثبت‌نام بازدیدکنندگان در نمایشگاه بین‌المللی ایران فارما به‌صورت آنلاین انجام می‌شود.ثبت‌نام بازدیدکنندگانوارد وب‌سایت رسمی نمایشگاه شوید.بخش «ثبت‌نام بازدیدکنندگان» را انتخاب کنید.اطلاعات فردی و شغلی خود را تکمیل نمایید.پس از ثبت نهایی، کارت یا کد ورود برای شما صادر خواهد شد.در روز بازدید، کد QR  کارت مجازی  را در ورودی نمایشگاه ارائه کنید و با اسکن آن وارد می‌شوید. در دوره‌های گذشته این رویداد ثبت‌نام بازدیدکنندگان به‌صورت اینترنتی و پیش از آغاز نمایشگاه انجام شده است.
FAQ058,اطلاعات,تفاوت نمایشگاه بین‌المللی ایران فارما و نمایشگاه فارمکس چیست؟,نمایشگاه بین‌المللی ایران فارما و نمایشگاه فارمکس هر دو از رویدادهای تخصصی حوزه داروسازی هستند، اما از نظر دامنه فعالیت، رویکرد، مخاطبان و جایگاه صنعتی تفاوت‌هایی با یکدیگر دارند.نمایشگاه بین‌المللی ایران فارما یک رویداد جامع و در سطح بین‌المللی در زنجیره صنعت داروسازی است که بخش‌های مختلف این صنعت را در کنار یکدیگر گرد هم می‌آورد. این نمایشگاه علاوه بر معرفی دارو و محصولات سلامت‌محور، حوزه‌هایی مانند مواد اولیه دارویی، تجهیزات و ماشین‌آلات داروسازی، فناوری‌های نوین، زیست‌فناوری، شرکت‌های دانش‌بنیان، خدمات تخصصی، تحقیق و توسعه، نوآوری و فرصت‌های سرمایه‌گذاری و تجاری را پوشش می‌دهد. همچنین با برگزاری برنامه‌های علمی، نشست‌های تخصصی، رویدادهای شبکه‌سازی، جلسات B2B و بخش‌های فناورانه، بستری برای تعامل میان صنعت، دانشگاه، سرمایه‌گذاران و فعالان داخلی و بین‌المللی فراهم می‌کند.در مقابل، نمایشگاه فارمکس تمرکز بر بخش مواد اولیه دارویی و خدمات بسته ‌بندی دارد و دامنه موضوعی محدودتری نسبت به یک رویداد جامع صنعت داروسازی دارد.از نظر ابعاد، تنوع مشارکت‌کنندگان و گستره مخاطبان نیز نمایشگاه بین‌المللی ایران فارما به دلیل پوشش بخش‌های مختلف زنجیره دارو، حضور طیف گسترده‌تری از شرکت‌های دارویی، مجموعه‌های دانش‌بنیان، متخصصان، مدیران صنعت، هیئت‌های تجاری و فعالان حوزه سلامت، جایگاه گسترده‌تری در اکوسیستم داروسازی دارد.به طور کلی می‌توان گفت نمایشگاه بین‌المللی ایران فارما نماینده یک نگاه جامع به صنعت داروسازی است و تمامی حلقه‌های زنجیره دارو را از تولید و فناوری تا تجارت، آموزش و نوآوری در کنار هم قرار می‌دهد؛ در حالی که نمایشگاه فارمکس تمرکز محدودتری بر بخش مواد اولیه دارد.
FAQ059,اطلاعات,آیا یک استارتاپ می‌تواند مشتری یا شریک تجاری جدید پیدا کند؟,بله. نمایشگاه بین‌المللی ایران فارما محل حضور شرکت‌های مختلف زنجیره دارو است و استارتاپ‌ها می‌توانند با شناسایی نیازهای بازار، فرصت‌های همکاری تجاری، فروش فناوری، ارائه خدمات یا مشارکت‌های جدید پیدا کنند.
FAQ060,اطلاعات,مهم‌ترین چیزی که یک استارتاپ باید قبل از حضور در نمایشگاه آماده کند چیست؟,یک معرفی حرفه‌ای از کسب‌وکار، توضیح واضح درباره مسئله‌ای که حل می‌کند، مزیت رقابتی، نمونه محصول یا نمونه اولیه، اطلاعات تماس، و برنامه مشخص برای ملاقات با شرکت‌ها و سرمایه‌گذاران.
FAQ061,اطلاعات,استارتاپ من هنوز محصول نهایی ندارد؛ آیا حضور در نمایشگاه برای من مفید است؟,بله. حتی در مراحل اولیه، حضور در نمایشگاه می‌تواند به شناخت بهتر نیازهای بازار، دریافت بازخورد از متخصصان، پیدا کردن شریک صنعتی، توسعه ارتباطات و اصلاح مسیر محصول کمک کند.
FAQ062,اطلاعات,آیا بخش خاصی برای استارتاپ‌ها و شرکت‌های نوآور در نمایشگاه بین‌المللی ایران فارما وجود دارد؟,بله. تا دوره گذشته این رویداد بخش ایران‌فارما بریج ما با تمرکز بر نوآوری، فناوری و شرکت‌های دانش‌بنیان، فضایی برای معرفی ایده‌ها و دستاوردهای فناورانه و ایجاد ارتباط میان استارتاپ‌ها، صنعت و سرمایه‌گذاران فراهم می‌کند و برای اطلاعات بیشتر این بخش می توانید با دبیرخانه تماس بگیرید.
FAQ063,اطلاعات,آیا حضور در نمایشگاه بین‌المللی ایران فارما می‌تواند به جذب سرمایه کمک کند؟,بله. حضور سرمایه‌گذاران داخلی و خارجی، شرکت‌های بزرگ، نهادهای مالی، نهادهای تصمیم‌ساز و مجموعه‌های فناور و فعالان صنعت در نمایشگاه، فرصت مناسبی برای معرفی مدل کسب‌وکار، ارائه توانمندی‌ها و مذاکره برای جذب سرمایه یا ایجاد همکاری‌های مشترک فراهم می‌کند.
FAQ064,اطلاعات,آیا نمایشگاه بین‌المللی ایران فارما برای استارتاپ‌های حوزه سلامت و دارو مناسب است؟,بله. این نمایشگاه بستری تخصصی برای معرفی استارتاپ‌هایی است که در حوزه‌هایی مانند فناوری سلامت، داروسازی، زیست‌فناوری، سلامت دیجیتال، هوش مصنوعی در سلامت، تحقیق و توسعه و راهکارهای نوآورانه فعالیت می‌کنند.
FAQ065,اطلاعات,چرا نمایشگاه بین‌المللی ایران فارما برای جامعه داروسازی اهمیت دارد؟,زیرا این رویداد محلی برای اتصال دانش، تجربه، فناوری و صنعت است و به داروسازان امکان می‌دهد در جریان جدیدترین تحولات صنعت داروسازی قرار بگیرند و ارتباط مؤثرتری با اکوسیستم حرفه‌ای خود برقرار کنند. از طرفی در نمایشگاه بین‌المللی ایران‌فارما تمام حلقه‌های زنجیره تامین و تولید دارو رو می‌توان به صورت منسجم دید.
FAQ066,اطلاعات,به عنوان یک استارتاپ، چرا باید در نمایشگاه بین‌المللی ایران فارما حضور داشته باشم؟,نمایشگاه بین‌المللی ایران فارما فرصتی ارزشمند برای استارتاپ‌هاست تا ایده، محصول یا فناوری خود را به بازیگران اصلی صنعت داروسازی معرفی کنند. این رویداد امکان ارتباط مستقیم با شرکت‌های دارویی، سرمایه‌گذاران، شرکت‌های دانش‌بنیان، مراکز تحقیقاتی و فعالان بازار را فراهم می‌کند و می‌تواند مسیر توسعه، تجاری‌سازی و رشد کسب‌وکار را هموار کند.
FAQ067,اطلاعات,یک داروساز چگونه می‌تواند بیشترین بهره را از بازدید نمایشگاه بین‌المللی ایران فارما ببرد؟,با برنامه‌ریزی پیش از حضور، شناسایی شرکت‌ها و حوزه‌های مورد علاقه، شرکت در برنامه‌های علمی، گفت‌وگو با متخصصان و استفاده از فرصت‌های شبکه‌سازی می‌تواند تجربه‌ای ارزشمند و کاربردی از نمایشگاه داشته باشد.
FAQ068,اطلاعات,تفاوت نمایشگاه بین‌المللی ایران فارما با یک همایش علمی برای داروسازان چیست؟,همایش‌ها معمولاً تمرکز بیشتری بر ارائه علمی و انتقال دانش دارند؛ اما نمایشگاه بین‌المللی ایران فارما علاوه بر بخش علمی، امکان مشاهده مستقیم محصولات، ارتباط با شرکت‌ها، شناخت بازار، مذاکره و ایجاد همکاری‌های عملی را نیز فراهم می‌کند.
FAQ069,اطلاعات,نمایشگاه بین‌المللی ایران فارما چه ارتباطی با فعالیت حرفه‌ای داروسازان دارد؟,این نمایشگاه تمامی بخش‌های مرتبط با صنعت دارو از تولید و تحقیق و توسعه تا فناوری، تجهیزات، مواد اولیه و خدمات تخصصی را پوشش می‌دهد. حضور در آن به داروسازان کمک می‌کند شناخت بهتری از مسیر تولید دارو، نوآوری‌های صنعت و تغییرات آینده حوزه دارویی پیدا کنند. به عقیده کارشناسان این رویداد در تقویم داروسازان جایگاه ویژه ای دارد.
FAQ070,اطلاعات,آیا داروسازان می‌توانند در نمایشگاه بین‌المللی ایران فارما فرصت‌های همکاری پیدا کنند؟,بله. این نمایشگاه محیطی مناسب برای شناسایی فرصت‌های همکاری در حوزه‌هایی مانند تحقیق و توسعه، آموزش، پروژه‌های علمی، همکاری با شرکت‌های دارویی، فعالیت‌های تخصصی و مسیرهای جدید حرفه‌ای است.
FAQ071,اطلاعات,حضور در نمایشگاه بین‌المللی ایران فارما چه کمکی به توسعه دانش حرفه‌ای داروسازان می‌کند؟,شرکت در نشست‌های تخصصی، ارائه‌های علمی و گفتگو با متخصصان صنعت، امکان آشنایی با چالش‌ها، روندهای آینده، تجربیات مدیریتی و علمی و تحولات جدید حوزه داروسازی را فراهم می‌کند
FAQ072,اطلاعات,آیا نمایشگاه بین‌المللی ایران فارما برای آشنایی با داروهای جدید و فناوری‌های نوین مناسب است؟,بله. این نمایشگاه بستری برای معرفی جدیدترین محصولات، فناوری‌های تولید، دستاوردهای تحقیقاتی، حوزه‌های نوین مانند زیست‌فناوری، داروهای پیشرفته و راهکارهای جدید در صنعت داروسازی است.
FAQ073,اطلاعات,یک داروساز چه فرصت‌هایی برای شبکه‌سازی در نمایشگاه بین‌المللی ایران فارما دارد؟,داروسازان می‌توانند با مدیران و کارشناسان شرکت‌های دارویی، پژوهشگران، متخصصان حوزه سلامت و سایر فعالان صنعت ارتباط برقرار کنند، تجربیات خود را به اشتراک بگذارند و فرصت‌های همکاری علمی، پژوهشی یا حرفه‌ای ایجاد کنند.
FAQ074,اطلاعات,آیا نمایشگاه بین‌المللی ایران فارما فقط برای مدیران شرکت‌های دارویی است؟,خیر. این نمایشگاه برای تمام فعالان حوزه دارو از جمله داروسازان، متخصصان، پژوهشگران، اعضای هیئت علمی، دانشجویان و کارشناسان صنعت سلامت طراحی شده است و هر گروه می‌تواند متناسب با نیاز خود از آن بهره ببرد. مدیران و کارشناسان واحدهای مختلف تولید، کنترل کیفیت، تضمین کیفیت، انبار، بازرگانی و بازاریابی، تحقیق و توسعه و رگولاتورری  و ... در نمایشگاه ایران‌فارما حضور بهم می‌رسانند و از آن دیدار می‌کنند.
FAQ075,اطلاعات، ثبت‌نام,به عنوان یک داروساز، چرا باید از نمایشگاه بین‌المللی ایران فارما بازدید کنم؟,نمایشگاه بین‌المللی ایران فارما فرصتی برای آشنایی با جدیدترین محصولات، فناوری‌ها، دستاوردهای علمی و روندهای روز صنعت داروسازی است. داروسازان می‌توانند با شرکت‌های تولیدکننده، تأمین‌کنندگان، متخصصان و فعالان زنجیره دارو ارتباط برقرار کرده و از فرصت‌های علمی، حرفه‌ای و تجاری این رویداد بهره‌مند شوند.
FAQ076,اطلاعات,چه خدماتی برای غرفه‌داران نمایشگاه بین‌المللی ایران فارما ارائه می‌شود؟,غرفه‌داران میتوانند از خدماتی مانند تخصیص فضای نمایشگاهی، برنامه‌ریزی حضور، پشتیبانی اجرایی، معرفی شرکت در بسترهای اطلاع‌رسانی نمایشگاه، دسترسی به مخاطبان تخصصی، فرصت برگزاری جلسات تجاری و حضور در برنامه‌های جانبی نمایشگاه بهره‌مند می‌شوند که نیازمند هماهنگی با بخش مارکتینگ نمایشگاه است.
FAQ077,اطلاعات، ثبت‌نام,مدارک لازم برای ثبت‌نام چیست؟,اطلاعات کاربری، شماره تلفن همراه یا آدرس پست الکترونیکی
FAQ078,اطلاعات,آیا نمایشگاه بین‌المللی ایران فارما خدمات تبلیغاتی برای شرکت‌ها دارد؟,بله. شرکت‌ها می‌توانند از فرصت‌های تبلیغاتی و برندینگ نمایشگاه برای افزایش دیده‌شدن، معرفی محصولات و خدمات، حضور در رسانه‌ها، معرفی در کانال‌های اطلاع‌رسانی و تقویت جایگاه برند خود استفاده کنند.
FAQ079,اطلاعات، ثبت‌نام,آیا ثبت‌نام آنلاین امکان‌پذیر است؟,ثبت‌نام تنها به صورت آنلاین انجام می‌شود.
FAQ080,اطلاعات، ثبت‌نام,آیا ثبت‌نام در محل امکان دارد؟,بله، می‌توانید با استفاده از کیوسک‌های لمسی مستقر و یا با استفاده از تلفن همراه خود و اسکن QR کدهای موجود در ورودی نمایشگاه و با همراهی و راهنمایی کارکنان دبیرخانه، در محل ثبت‌نام کنید. اما ثبت نام در روزهای قبل از رویداد و از طریق پلتفرم این رویداد توصیه می‌شود.
FAQ081,اطلاعات، ثبت‌نام,کارت ورود چگونه دریافت می‌شود؟,کارت ورود بازدیدکنندگان به صورت یک لینک و تصویر به تلفن همراه ثبت‌نام‌کننده ارسال می‌شود. همچنین تصویر کار در پروفایل کاربر قابل رویت خواهد بود.
FAQ082,اطلاعات، ثبت‌نام,آیا کارت ورود قابل انتقال است؟,خیر، کارت ورود هر فرد برای شماره همراه ایشان ارسال می‌شود و تنها در پروفایل شخص قابل مشاهده است.
FAQ083,اطلاعات، ثبت‌نام,در صورت گم شدن کارت چه باید کرد؟,می‌توانید با مراجعه به پروفایل خود در سایت نمایشگاه به نسخه دیجیتال کارت خود دسترسی پیدا کنید.
FAQ084,اطلاعات، ثبت‌نام,آیا دانشجویان می‌توانند ثبت‌نام کنند؟,بله، دانشجویان می‌توانند با مراجعه به وبسایت در نمایشگاه ثبت‌نام کنند.
FAQ085,اطلاعات، ثبت‌نام,آیا پزشکان مزایای ویژه دارند؟,پزشکان می‌توانند با ثبت‌نام در برنامه‌های جانبی از مطالب ارائه‌شده بهره‌مند شده و در پایان گواهی الکترونیکی شرکت در برنامه را از طریق پروفایل خود دریافت کنند.
FAQ086,اطلاعات، ثبت‌نام,آیا داروسازان نیاز به مدرک دارند؟,خیر، نیازی به ارائه مدرک نیست.
FAQ087,اطلاعات، ثبت‌نام,آیا ثبت‌نام رایگان است؟,بله، ثبت‌نام برای بازدید از نمایشگاه آزاد و رایگان است.
FAQ088,اطلاعات,آیا کودکان اجازه ورود دارند؟,بله، کودکان می‌توانند وارد فضای نمایشگاه شوند.
FAQ089,اطلاعات,آیا محدودیت سنی وجود دارد؟,خیر، نمایشگاه محدودیت سنی ندارد.
FAQ090,اطلاعات، ثبت‌نام,آیا امکان ویرایش اطلاعات ثبت‌نام وجود دارد؟,بله، امکان ویرایش اطلاعات ثبت‌نام در پروفایل کاربران وجود دارد.
FAQ091,اطلاعات، ثبت‌نام,آیا ایمیل تأیید ارسال می‌شود؟,در صورت ثبت‌نام از طریق ایمیل، بله ارسال می‌شود.
FAQ092,اطلاعات، ثبت‌نام,اگر پیامک تأیید دریافت نکنم چه کنم؟,می‌توانید چند دقیقه بعد مجدداً امتحان نمایید و یا از طریق ایمیل ثبت نام کنید.
FAQ093,اطلاعات، ثبت‌نام,آیا امکان لغو ثبت‌نام وجود دارد؟,خیر، امکان لغو ثبت‌نام در نمایشگاه یا برنامه‌های جانبی وجود ندارد.
FAQ094,اطلاعات، ثبت‌نام,آیا ثبت‌نام سازمانی امکان‌پذیر است؟,خیر، مشارکت‌کنندگان می‌بایست به صورت جداگانه ثبت‌نام کنند.
FAQ095,اطلاعات، ثبت‌نام,آیا ثبت‌نام گروهی تخفیف دارد؟,برای اطلاع از تخفیف گروهی ثبت‌نام در برنامه‌های جانبی می‌توانید با دبیرخانه تماس بگیرید.
FAQ096,اطلاعات، ثبت‌نام,آیا یک کارت ورود برای بازدید از تمامی سالن‌ها کافی است؟,بله، کارت بازدیدکننده امکان دسترسی به تمامی بخش‌های عمومی نمایشگاه را فراهم می‌کند.
FAQ097,اطلاعات، ثبت‌نام,آیا حضور در نشست‌ها و همایش‌های تخصصی شامل ثبت‌نام می‌شود؟,بسته به نوع برنامه و شرایط ثبت‌نام، ممکن است نیاز به ثبت‌نام جداگانه باشد. با مراجعه به وبسایت نمایشگاه می توانید از جزییات برنامه ها و چگونگی ثبت نام در آن ها مطلع شوید.
FAQ098,اطلاعات، ثبت‌نام,برای ورود به نمایشگاه چه مدارکی لازم است؟,کافی است تصویر کارت مجازی خود را از لینک ارسال شده به تلفن همراه خود در ورودی نمایشگاه نشان دهید.
FAQ099,اطلاعات,آیا امکان دریافت راهنمای نمایشگاه به صورت آنلاین وجود دارد؟,بله، فایل های قابل دانلود در صفحه مستندات وبسایت بارگذاری می شوند.
FAQ100,اطلاعات، رویداد‌های جانبی,آیا امکان برگزاری جلسات B2B وجود دارد؟,بله، برنامه‌های ویژه‌ای برای جلسات تجاری و شبکه‌سازی در نظر گرفته شده است که جزییات آن از طریق شبکه های مجازی رویداد اطلاع رسانی می شود.
FAQ101,اطلاعات، خدمات,کدام هتل ها در نزدیکی محل برگزاری قرار دارند؟,هتل های پرشین پلازا و ونوس واقع در خیابان سهروردی شمالی، هتل های سیمرغ و رامتین واقع در خیابان ولیعصر، و هتل های بزرگ تهران و ساینا واقع در خیابان شهید مطهری از جمله نزدیک ترین هتل ها به محل برگزاری نمایشگاه هستند.
FAQ102,اطلاعات، خدمات,آیا امکانات پذیرایی در نمایشگاه وجود دارد؟,بله، رستوران‌ها، کافی‌شاپ‌ها و بخش‌های پذیرایی در حیاط یاس برای مشارکت کنندگان و بازدیدکنندگان فراهم است.
FAQ103,اطلاعات، برنامه‌های جانبی,چه فرصت‌های شبکه‌سازی در نمایشگاه وجود دارد؟,جلسات B2B، نشست‌های تخصصی، رویدادهای جانبی و فرصت‌های ارتباط مستقیم با فعالان صنعت.
FAQ104,اطلاعات، برنامه‌های جانبی,آیا سرمایه‌گذاران می‌توانند در نمایشگاه حضور داشته باشند؟,بله، سرمایه‌گذاران حوزه سلامت و داروسازی از مخاطبان مهم نمایشگاه هستند و می توانند با حضور در فضاهای ویژه نمایشگاه با آخرین فرصت های سرمایه گذاری در صنعت آشنا شوند.
FAQ105,اطلاعات,آیا نمایشگاه برای یافتن شرکای تجاری مناسب است؟,بله، بسیاری از شرکت‌ها برای توسعه همکاری‌ها و قراردادهای جدید در این رویداد شرکت می‌کنند.
FAQ106,اطلاعات، خدمات,آیا امکان ارتباط مستقیم با تولیدکنندگان دارو وجود دارد؟,بله، بازدیدکنندگان می‌توانند مستقیماً با تولیدکنندگان و مدیران شرکت‌ها ملاقات کنند.
FAQ107,اطلاعات، خدمات,آیا سازمان‌های دولتی و نهادهای نظارتی در نمایشگاه حضور دارند؟,بله، نهادهای مرتبط با حوزه سلامت و داروسازی از جمله نمایندگان وزارت بهداشت، سازمان غذا و دارو و سندیکای صاحبان صنایع داروهای انسانی ایران، نمایندگانی معاونت های مربوطه در وزارت صنعت، و کارشناسان أمور مربوط به بانک مرکزی در نمایشگاه مشارکت دارند.
FAQ108,اطلاعات، ثبت‌نام,آیا خبرنگاران می‌توانند در نمایشگاه حضور داشته باشند؟,بله، خبرنگاران و رسانه‌های تخصصی می‌توانند پس از دریافت مجوز رسانه‌ای در نمایشگاه شرکت کنند.
FAQ109,اطلاعات، ثبت‌نام,چگونه می‌توان برای دریافت کارت رسانه‌ای اقدام کرد؟,از طریق بخش ثبت‌نام رسانه‌ها در وب‌سایت رسمی نمایشگاه.
FAQ110,اطلاعات,آیا آمار و گزارش نمایشگاه منتشر می‌شود؟,بله، گزارش نهایی و آمار مشارکت‌کنندگان پس از پایان نمایشگاه منتشر می‌شود.
FAQ111,اطلاعات، ثبت‌نام,چگونه از اخبار دوره‌های آینده مطلع شوم؟,با عضویت در خبرنامه و دنبال کردن کانال‌های رسمی نمایشگاه.
FAQ112,اطلاعات، ثبت‌نام,آیا امکان پیش‌ثبت‌نام برای دوره بعدی وجود دارد؟,بله، پس از پایان هر دوره امکان پیش‌ثبت‌نام فراهم می‌شود.
FAQ113,اطلاعات,چگونه می‌توان به اطلاعات غرفه‌داران دسترسی داشت؟,از طریق تهیه دایرکتوری شرکت‌کنندگان و وب‌سایت نمایشگاه.
FAQ114,اطلاعات، غرفه‌داران,چگونه می‌توان با تیم IPH Expo تماس گرفت؟,از طریق فرم تماس، ایمیل یا شماره‌های ارتباطی درج‌شده در وب‌سایت رسمی نمایشگاه.
FAQ115,اطلاعات، غرفه‌داران,چگونه غرفه رزرو کنیم؟,برای رزرو غرفه باید پس از ساخت پروفایل شرکت در سایت نمایشگاه، ساعت 9:00 روز 24 خرداد به پروفایل شرکت مراجعه کرده و غرفه مورد نظر خود را انتخاب کنید.
FAQ116,اطلاعات، غرفه‌داران,هزینه غرفه چقدر است؟,برای اطلاع از هزینه غرفه می‌توانید با دبیرخانه نمایشگاه تماس حاصل نمایید.
FAQ117,اطلاعات، غرفه‌داران,حداقل متراژ غرفه چیست؟,حداقل متراژ غرفه 12 متر مربع است.
FAQ118,اطلاعات، غرفه‌داران,آیا غرفه خام ارائه می‌شود؟,بله، امکان دریافت غرفه خام وجود دارد.
FAQ119,اطلاعات، غرفه‌داران,آیا غرفه آماده ارائه می‌شود؟,در صورت انتخاب خدمات غرفه‌سازی پیش‌ساخته امکان ارائه غرفه آماده وجود دارد.
FAQ120,اطلاعات، غرفه‌داران,شرایط پرداخت چیست؟,پرداخت به صورت کامل پس از صدور پیش‌فاکتور و در مهلت مقرر.
FAQ121,اطلاعات، غرفه‌داران,مهلت ثبت‌نام غرفه‌داران چه زمانی است؟,ثبت‌نام و جانمایی غرفه‌داران از تاریخ اعلام شده تا زمان تکمیل فضاهای قابل رزرو ادامه خواهد داشت.
FAQ122,اطلاعات، غرفه‌داران,آیا امکان انتخاب سالن وجود دارد؟,سالن نمایشگاهی یکپارچه است و تقسیم‌بندی‌های روی نقشه به صورت نمادین بخش‌های مختلف نمایشگاه را تفکیک می‌کند. شرکت‌ها و حامیان، بر اساس محدودیت‌های جانمایی، می‌توانند از میان شبستان‌های موجود، مکان مورد نظر خودشان را انتخاب کنند.
FAQ123,اطلاعات، غرفه‌داران,نحوه جانمایی غرفه‌ها چگونه است؟,شرکت‌های تولیدکننده می‌توانند در زمان اعلام شده برای جانمایی، از طریق پنل شرکت در وبسایت نمایشگاه، غرفه مورد نظر خود را انتخاب کنند.
FAQ124,اطلاعات، غرفه‌داران,آیا برق سه‌فاز ارائه می‌شود؟,شرکت‌ها می‌توانند با تکمیل فرم خدمات نمایشگاهی درخواست خود را برای تامین برق سه‌فاز در روزهای نمایشگاه ثبت کنند.
FAQ125,اطلاعات، غرفه‌داران,آیا اینترنت اختصاصی قابل سفارش است؟,خیر، امکان ارائه اینترنت اختصاصی وجود ندارد.
FAQ126,اطلاعات، غرفه‌داران,آیا انبار در اختیار غرفه‌داران قرار می‌گیرد؟,خیر، فضای انباری مجزا از غرفه‌ها برای استفاده غرفه‌داران وجود ندارد.
FAQ127,اطلاعات، غرفه‌داران,ساعت ورود غرفه‌داران چیست؟,غرفه‌داران می‌توانند ساعت 8:30 صبح برای آماده‌سازی و چیدمان در نمایشگاه حاضر شوند.
FAQ128,اطلاعات، غرفه‌داران,ساعت تخلیه غرفه چیست؟,سالن نمایشگاه می‌بایست تا ساعت 17:30 تخلیه شده و تا صبح روز آینده مهر و موم شود.
FAQ129,اطلاعات، غرفه‌داران,قوانین ساخت غرفه چیست؟,قوانین غرفه‌سازی در بخش مستندات وبسایت نمایشگاه قابل دریافت است.
FAQ130,اطلاعات، غرفه‌داران,آیا پیمانکار غرفه‌سازی معرفی می‌شود؟,پیمانکار غرفه‌سازی بر اساس مقررات منتشر شده و مهلت‌های اعلام شده در متن فایل مقررات باید معرفی شود.
FAQ131,اطلاعات، غرفه‌داران,آیا امکان تبلیغات محیطی وجود دارد؟,بله، شرکت‌ها می‌توانند با تماس با دبیرخانه از تبلیغات محیطی آگاه شوند.
FAQ132,اطلاعات، غرفه‌داران,آیا امکان نصب نمایشگر بزرگ وجود دارد؟,شرکت‌ها می‌توانند در غرفه‌های خود از نمایشگرهای بزرگ استفاده کنند.
FAQ133,اطلاعات، غرفه‌داران,آیا خدمات نظافت ارائه می‌شود؟,راهروها و فضاهای عمومی نمایشگاه به صورت مداوم نظافت می‌شوند.
FAQ134,اطلاعات، غرفه‌داران,آیا امنیت غرفه‌ها تأمین می‌شود؟,امنیت غرفه‌ها از زمان تخلیه سالن در مهلت غرفه‌سازی و چیدمان، تا پیش از ورود غرفه‌داران در صبح روز اول، و بعد از آن از ساعت پایان هر روز نمایشگاه تا ساعت ورود غرفه‌داران در روز بعد از آن توسط دبیرخانه تامین می‌شود. در دیگر زمان‌ها توصیه می‌شود که غرفه‌دران اقدامات لازم را جهت تامین امنیت غرفه‌ها و اقلام باارزش انجام دهند.
FAQ135,اطلاعات، غرفه‌داران,آیا بیمه غرفه لازم است؟,بله، شرکت‌ها می‌بایست مشارکت خود را در نمایشگاه بیمه کنند.
FAQ136,اطلاعات، غرفه‌داران,آیا امکان انتقال غرفه وجود دارد؟,شرکت‌ها پس از جانمایی، در هیچ مرحله‌ای، راساً امکان انتقال غرفه خود را نخواهند داشت. در صورت عدم تمایل به مشارکت در نمایشگاه، شرکت‌ها می‌بایست این موضوع را به صورت یک نامه رسمی به دبیرخانه اعلام نمایند، تا غرفه انتخاب شده توسط شرکت آزاد شده و بر اساس فهرست انتظار دبیرخانه، مجدداً جانمایی شود.
FAQ137,اطلاعات، غرفه‌داران,آیا امکان افزایش متراژ وجود دارد؟,ابعاد فضاهای تقسیم‌بندی شده بر اساس محدودیت‌های فنی مشخص شده و امکان تغییر هیچ یک از غرفه‌ها وجود ندارد. شرکت‌ها می‌توانند در صورت آزاد شدن فضاهای مجاور، در صورت امکان و با در نظر داشتن محدودیت‌های قوانین و مقررات نمایشگاه، فضای آزاد شده را به غرفه خود اضافه کنند.
FAQ138,اطلاعات، غرفه‌داران,نحوه دریافت فاکتور چیست؟,پس از تایید جانمایی، پیش‌فاکتور برای شرکت‌ها صادر و به صورت الکترونیکی ارسال می‌شود. شرکت‌ها می‌توانند در صورت نیاز با هماهنگی با دبیرخانه، جهت دریافت نسخه چاپ شده پیش‌فاکتور به دبیرخانه مراجعه کنند. فاکتور نمایشگاه، پس از برگزاری برای شرکت‌کنندگان ارسال خواهد شد.
FAQ139,اطلاعات، غرفه‌داران,شرایط انصراف چیست؟,مبالغ پرداخت شده پس از تایید جانمایی و صدور پیش‌فاکتور غیرقابل عودت بوده و شرکت‌ها در صورت تمایل به انصراف می‌بایست این موضوع را به صورت کتبی به دبیرخانه اطلاع دهند.
FAQ140,اطلاعات، غرفه‌داران,آیا شرکت‌های خارجی می‌توانند مستقیماً غرفه بگیرند؟,شرکت‌های خارجی می‌توانند با ارسال ایمیل به دبیرخانه info@iphexpo.com برای رزرو غرفه اقدام کنند.
FAQ141,اطلاعات، غرفه‌داران,آیا شرکت‌های خارجی می‌توانند در پاویون‌های ملی شرکت کنند؟,شرکت‌هایی که در کشورهای چین، هند، و ترکیه فعالیت می‌کنند، می‌توانند با مراجعه به بخش تماس با ما در وبسایت نمایشگاه، نسبت به رزرو غرفه از طریق تماس با نماینده دبیرخانه در آن کشور اقدام کنند.
FAQ142,اطلاعات، غرفه‌داران,آیا شرکت‌های خارجی می‌توانند از طریق شرکت‌های ایرانی در نمایشگاه حضور داشته باشند؟,در صورت داشتن قرارداد رسمی با شرکت‌های ایرانی، امکان حضور به عنوان نماینده در نمایشگاه وجود دارد.
FAQ143,اطلاعات، غرفه‌داران,نحوه ارسال تجهیزات چگونه است؟,شرکت‌های خارجی می‌توانند با هماهنگی دبیرخانه نسبت به ارسال و ترخیص تجهیزات ارسالی خود اقدام کنند.
FAQ144,اطلاعات، خدمات,آیا خدمات حمل‌ونقل وجود دارد؟,شاتل‌های دبیرخانه در روزهای آماده‌سازی و نمایشگاه به صورت مداوم برای تسهیل جابه‌جایی مشارکت‌کنندگان از ورودی‌های اصلی مصلا، واقع در خیابان شهید بهشتی و ورودی متروی مصلا تا ورودی شبستان فعال هستند.
FAQ145,اطلاعات، غرفه‌داران,آیا غرفه‌داران کتاب نمایشگاه را دریافت می‌کنند؟,یک نسخه از کتاب نمایشگاه، حاوی نام و اطلاعات تمام شرکت‌های حاضر در نمایشگاه، به صورت رایگان دریافت می‌کنند.
